id,Price
132,7121175.984000001
133,8318466.0
134,4611984.0
135,12912962.4
136,2836548.0
137,11996908.559999969
138,13730759.64
139,15225094.326
140,15534324.0
141,10385856.0
142,1804186.8000000014
143,8536320.0
144,10882074.06000001
145,5085779.399999991
146,3770163.540000004
147,12684438.0
148,3200141.88
149,11761332.804000001
150,7193628.0
151,11169946.335600002
152,4396874.3676
153,15479282.52
154,2600910.0
155,5859828.0
156,4837248.0
157,14744999.833200004
158,16403858.452799993
159,5681899.079999997
160,16355352.0
161,5859828.0
162,21566100.160800003
163,10629496.79999998
164,21500856.0
165,16379005.757399995
166,22933268.28
167,16908893.81999999
168,14471867.826000001
169,12865983.0
170,11038893.866000002
171,20718360.0
172,3473452.3199999947
173,3283371.0
174,5769606.803999999
175,8349588.0
176,14552624.080799999
177,3945736.0799999987
178,16355352.0
179,14357812.809600005
180,8510661.837599998
181,15390024.624000002
182,16530228.0
183,16783322.181599993
184,11849479.2
185,4200660.828
186,3016759.1999999946
187,9696534.822000012
188,8100612.0
189,5889468.0
190,2995181.28
191,11439558.0
192,9867146.120000003
193,10778035.881599998
194,4896676.348199996
195,4001400.0
196,5462681.639999989
197,5196244.716000001
198,5759019.396000009
199,11693691.36
200,19298529.9
201,4923856.079999995
202,20718360.0
203,11025014.441999998
204,5389836.893999998
205,4532252.399999993
206,5481940.23
207,14016103.92
208,11893050.0
209,5086224.0
210,12278936.124000002
211,20442708.0
212,11550708.0
213,5083358.553
214,4923856.079999995
215,11218107.18599998
216,13387848.107400008
217,10131722.64
218,3168606.1055999966
219,16167256.56
220,3127020.0
221,16355352.0
222,5756474.801999998
223,7804722.697200003
224,11893050.0
225,19918080.0
226,8438508.0
227,7132740.029999983
228,5460494.504399997
229,3268432.44
230,6373979.4456
231,16071911.158457132
232,10359180.0
233,14581101.6
234,18568837.56
235,11277094.046400003
236,15714704.571428554
237,2278846.206000003
238,5051374.251300001
239,4584201.8352000015
240,10121319.0
241,6885460.623599989
242,8100612.0
243,10629496.79999998
244,4683420.846
245,13090802.400000002
246,9060685.241400002
247,3770163.540000004
248,12350988.0
249,3947158.8000000073
250,12464449.92
251,10629496.79999998
252,14822793.2736
253,24177348.0
254,4397724.8873999985
255,16355352.0
256,9353494.8
257,4874249.6868
258,20223964.8
259,8318466.0
260,10629496.79999998
261,16066639.133999998
262,4727092.570199997
263,10408412.632799998
264,3928485.6000000047
265,16828933.399199992
266,10136248.668000001
267,17649108.36
268,5957640.0
269,17649108.36
270,5367922.56
271,12716642.156400008
272,5085779.399999991
273,3283371.0
274,6025714.187999999
275,12319866.0
276,5676474.9599999925
277,3770163.540000004
278,16792901.2368
279,5676474.9599999925
280,8510661.837599998
281,10629496.79999998
282,8034406.614
283,14742036.129600005
284,4676336.144999994
285,3928485.6000000047
286,5676474.9599999925
287,5948748.0
288,4683420.846
289,5320771.840799998
290,4960522.242
291,4781372.895
292,6344664.300000003
293,17299386.0
294,2214108.0
295,5469767.082
296,4896676.348199996
297,14742036.129600005
298,4676336.144999994
299,3928485.6000000047
300,5676474.9599999925
301,5948748.0
302,4683420.846
303,5320771.840799998
304,4960522.242
305,4781372.895
306,6344664.300000003
307,17299386.0
308,2214108.0
309,5469767.082
310,4896676.348199996
311,14742036.129600005
312,4676336.144999994
313,3928485.6000000047
314,5676474.9599999925
315,5948748.0
316,4683420.846
317,5320771.840799998
318,4960522.242
319,4781372.895
320,6344664.300000003
321,17299386.0
322,2214108.0
323,5469767.082
324,4896676.348199996
